,NACL60,NACL20,NACL100,HN,Fermentation_9h,Fermentation_19h,Fermentation_30h,MU
TD01GL001227,9.543103303063662e-07,2.398457545223214e-07,2.7790182210167287e-07,1.1249984421751212e-06,7.575291047401732e-07,6.911870185985087e-07,7.891118642000783e-07,2.4199999999999997e-07
TD01GL001228,1.455924455333717e-06,2.2486333436422654e-07,3.4253751683165357e-07,1.5040322054111078e-06,8.96543526513754e-07,1.0207538268571843e-06,1.043970859866742e-06,2.4199999999999997e-07
TD01GL001229,,,,,,,,
TD01GL001231,9.622107997857455e-08,,2.044877934291064e-08,1.4133257678938162e-07,1.6523374246766222e-07,1.6397963303884285e-07,1.5968868651597633e-07,
TD01GL001233,2.3042239027600869e-07,,1.5719826390640066e-08,3.649713278923267e-07,3.085858797150836e-07,2.400090501825093e-07,2.9964348238116465e-07,5.16e-08
TD01GL001234,2.9297586872180396e-07,3.3986704760655595e-08,6.278247127167052e-08,4.065373518345668e-07,2.3209143873219766e-07,3.2695830311403895e-07,1.9524243145086378e-07,
TD01GL001235,,,5.371184717789833e-09,1.3389721246354518e-08,,,,
TD01GL001236,,,3.00180104878885e-09,,,,,
TD01GL001238,,,,,,,,
TD01GL001239,8.37388568176613e-08,,2.7118610923919297e-08,8.279999321328225e-08,1.0607416266405855e-07,3.67006391288714e-07,4.052706432808367e-07,
TD01GL001240,,1.2178895656571714e-07,1.0718653017747743e-07,3.540013614582874e-07,8.81645120596942e-08,1.854625877882974e-07,9.985631468542603e-08,
TD01GL001241,1.5781364898950276e-06,5.174236075820882e-07,6.479849037160646e-07,1.9912663652863236e-06,1.306380024120385e-06,1.148070372779641e-06,1.1742758687632077e-06,3.99e-08
TD01GL001243,3.767339543618082e-05,5.20508237996043e-06,1.61437943070562e-05,3.7665605669127935e-05,1.9840482062685573e-05,2.0119093700756967e-05,2.2885243407992054e-05,2.15e-06
TD01GL001244,8.547322565345097e-07,1.4843050020468562e-07,1.3971269980217453e-07,1.1857049011037755e-06,8.228202890954098e-07,4.340091563552801e-07,3.4327428931559756e-07,2.12e-07
TD01GL001245,1.264170042286014e-06,1.352168386938493e-07,1.6077488526638603e-07,1.6794405444634628e-06,5.647374705604136e-07,8.621645783468293e-07,4.184024782661786e-07,
TD01GL001246,,1.0792615227863878e-08,,,,,,
TD01GL001247,9.204704569625273e-08,1.3777256877970508e-08,4.1889128740967726e-08,1.3803837541646793e-07,1.9931264287513105e-07,6.444799198824991e-08,3.62503740448439e-08,3.21e-08
TD01GL001248,2.0495564527908978e-06,2.728893570133548e-07,3.932901203731604e-07,2.6126813049840413e-06,1.6362465068758395e-06,8.088249117129682e-07,1.0884808626352362e-06,6.4e-07
TD01GL001249,1.4170755690360643e-06,8.470233992397452e-09,3.2249237255749157e-07,1.9155327478376898e-06,1.8187486666009292e-06,1.1603502467644372e-06,9.069063532081838e-07,2.73e-07
TD01GL001250,9.214693739254011e-07,1.006043063004254e-08,1.7244734314859908e-07,9.970256799921579e-07,9.96555105829e-07,7.017461206759192e-07,7.915616044668835e-07,1.55e-07
TD01GL001251,,3.203918141639204e-08,,,,,,2.77e-07
TD01GL001253,4.139522862937411e-06,,,8.88893728341647e-06,8.062670551199797e-06,3.284611347446267e-06,6.202716265080722e-07,
TD01GL001254,3.771242769919534e-07,1.198967659294047e-07,1.1283073720636519e-07,3.1603095067035904e-07,3.216014755184137e-07,3.280336502266066e-07,3.639164107480378e-07,
TD01GL001255,2.2353851694563763e-08,,3.4316586966012577e-09,1.8882727589353127e-08,,,,
TD01GL001257,6.733062903070015e-06,3.5865114171463197e-07,1.1022138121155352e-06,6.470842992839676e-06,2.702530122402046e-06,4.823943007046477e-06,6.74822894140823e-06,3.46e-06
TD01GL001258,5.462915253425556e-07,1.3486324507287307e-07,1.7851439823349892e-07,5.189045926881114e-07,8.816673330127122e-07,4.966232433961179e-07,1.884543716147158e-07,
TD01GL001260,7.465660455746752e-08,1.710578033269858e-08,1.0056644774804179e-08,7.548613514357336e-08,6.31520523199349e-08,6.131449577125154e-08,6.249286252578321e-08,
TD01GL001262,5.872687658558881e-08,,4.202905550319212e-08,5.778764643196975e-08,4.2113924566481154e-08,6.670514003072026e-08,4.116911976170498e-08,
TD01GL001263,2.450708655065308e-07,,1.7035208361780795e-08,2.902149092307142e-07,8.658580330753686e-08,2.2123195865716976e-07,1.6824874932935847e-07,
TD01GL001264,1.2115974951073886e-06,8.279808980478852e-07,2.810903174979862e-07,1.5472062309508355e-06,1.2016038750048855e-06,7.914441108482924e-07,7.914220091611679e-07,3.38e-07
TD01GL001265,1.2068040440869849e-05,3.1331802008533074e-06,3.878574232033693e-06,1.2376293845497308e-05,8.507719607621374e-06,5.070818476172534e-06,8.432722198102002e-06,3.51e-07
TD01GL001266,7.27039352512736e-08,,,,,,,
TD01GL001267,2.167338394024414e-06,7.470148452685647e-07,4.7310183996365194e-07,1.959608180158747e-06,1.4775457450763033e-06,1.2832302359229186e-06,1.11298169845075e-06,
TD01GL001268,1.3732163370655093e-07,2.5501827404430926e-08,3.2380241447379956e-08,1.5063773072245587e-07,,,,
TD01GL001269,,1.8707603957937748e-07,3.080001105605717e-08,6.176660567386173e-08,,,,3.3700000000000004e-08
TD01GL001270,2.5316599552761207e-07,,1.09064189257112e-07,3.5059932228028765e-07,,,,
TD01GL001272,4.077190458405749e-07,1.2406948669278715e-07,5.559285026594952e-08,5.240191360952147e-07,3.3140998930856594e-07,2.3691625026924709e-07,2.3059360587334725e-07,
TD01GL001274,,,7.616438222903095e-09,,,,,
TD01GL001277,1.5898079927647166e-06,3.807358278699813e-08,1.6283279058448849e-07,1.509284452282651e-06,5.736285853197691e-07,5.57675977099461e-07,5.650188253518597e-07,
TD01GL001278,3.951376860949618e-08,2.2170547254516905e-08,1.2517498096380093e-08,4.417745205905401e-08,5.7662143013787876e-08,3.991733838826018e-08,1.6356083822219747e-08,
TD01GL001279,1.533889379034582e-06,1.9437872652706809e-07,3.1211048491742066e-07,1.6532513332184984e-06,9.457280713195874e-07,1.3378251541119044e-06,1.240861376456157e-06,8.01e-08
TD01GL001280,5.032180104950091e-07,2.5968219461130185e-07,1.3314689023343838e-07,6.783876924688268e-07,4.032530031673896e-07,3.899696498311588e-07,3.803908035143737e-07,
TD01GL001281,8.198052469249775e-08,7.74081177579971e-09,2.6606096442216222e-08,1.0324307641422764e-07,9.234182886921166e-08,6.653134339873471e-08,8.68751249571288e-08,
TD01GL001282,2.55702201259904e-07,8.399628088520547e-08,5.203958405655433e-08,2.3694942646843013e-07,,,,
TD01GL001283,2.3141172414572082e-06,6.590472635610853e-08,1.1321671090111302e-06,2.9059807846268687e-06,3.0817468914765666e-06,2.6150437864398737e-06,2.6725069912845182e-06,3.03e-07
TD01GL001286,1.2716361001352507e-06,6.784690313630534e-07,2.429706740022177e-07,9.635638091380538e-07,5.085038247490821e-07,9.5393774470182e-07,1.3720293645995328e-06,7.990000000000001e-08
TD01GL001288,,6.04467877445689e-08,,,,,,
TD01GL001289,1.0317751603703624e-07,2.531627771531338e-07,7.764530321042275e-08,1.3035650934030393e-07,9.590355462682383e-08,8.910361307816321e-08,8.014144454934891e-08,
TD01GL001290,2.3635020492144105e-07,3.4710205347811806e-08,5.2105013119073195e-08,1.4697322587143281e-07,1.0565699692113066e-07,1.0131596336735851e-07,1.2502491836475866e-07,
TD01GL001294,5.023271388576982e-08,,1.9402928827580675e-08,8.477125773345234e-08,4.26647211159613e-08,4.00948536860949e-08,5.8921708493644994e-08,
TD01GL001295,,,2.3634244393442423e-08,7.799890627062419e-08,,,,
TD01GL001297,,1.886198068446621e-08,1.1228101275165655e-08,3.293090141578888e-08,,,,
TD01GL001300,5.180164369682741e-06,1.2554942139288848e-07,5.400473455556155e-07,5.1660184939308725e-06,4.2815608202495024e-06,2.282295433591228e-06,2.9392855456149306e-06,1.56e-06
TD01GL001301,,,4.470687068758738e-09,,,,,
TD01GL001302,5.816637697663262e-07,,1.2542020681019495e-08,8.505825018262612e-07,1.998976210332966e-06,6.120368214749058e-07,4.884247543516805e-07,2.41e-07
TD01GL001303,1.108381641402052e-06,4.907428957673529e-08,9.327876330249733e-08,1.506171928836576e-06,2.8032655776193046e-06,1.1548811117530628e-06,1.3217066342260846e-06,5.77e-07
TD01GL001304,5.920123110840097e-08,6.020520544412851e-08,9.946818658555636e-09,1.6997197509138252e-07,1.0617002872990962e-07,2.5255107739728197e-08,6.550295287635856e-08,
TD01GL001306,,9.489652630427142e-09,1.942906182037547e-08,8.003866767425649e-08,8.27396723096331e-08,3.4743057553517314e-08,2.9909961726448634e-08,
TD01GL001307,1.964810955669842e-06,,3.373804930831994e-07,2.2117135159384074e-06,7.167723723686979e-07,1.4234212531265972e-06,1.0378607362779531e-06,3.9e-07
TD01GL001310,,,,5.013641722538709e-08,,,,
TD01GL001312,,,1.1365122442542358e-08,,,,,
TD01GL001314,1.136880524068414e-07,4.458529237309007e-08,8.103248977606005e-08,1.859070058886504e-07,,,,
TD01GL001315,3.820321741660424e-08,,,6.243268149196817e-08,,,,
TD01GL001316,1.1689438186786768e-08,,,1.0262191780111682e-08,,,,
TD01GL001318,6.796511468858281e-07,1.9695252110617027e-08,9.325007761666565e-08,6.903864763131616e-07,7.086409349558663e-07,5.545094370573536e-07,8.062267916967321e-07,1.0099999999999999e-07
TD01GL001319,,,,,,,,5.9299999999999995e-08
TD01GL001321,5.594290174101686e-07,2.9335094767700893e-07,2.9713763800449656e-07,6.452424466873114e-07,5.096977960191209e-07,4.950246012617745e-07,3.8816685262624293e-07,
TD01GL001322,1.2157613633235911e-05,1.192889627122018e-07,4.244615737658033e-07,9.574654019737678e-06,3.3053819194440493e-06,5.677763884324859e-06,9.45233916762812e-06,3.68e-06
TD01GL001323,,,,2.2522670751011615e-08,,,,
TD01GL001324,3.17593580949559e-07,6.929109777034028e-08,1.911231855880237e-07,2.3033139893859084e-07,4.7087423918576026e-07,6.603593646615436e-07,6.95282058682528e-07,
TD01GL001327,1.973604967994821e-06,2.0231151910810009e-07,2.952310425857056e-07,2.1406090132804487e-06,9.928309706082045e-07,1.6484927193137502e-06,2.4576189919002427e-06,4.2e-07
TD01GL001328,2.0687271629278393e-06,6.702209919701489e-08,3.057101760866154e-07,2.2735076493788237e-06,1.166700482766468e-06,1.1302016973499685e-06,2.383756274504278e-06,7.15e-07
TD01GL001329,1.6448719928866088e-07,,5.347209069925211e-08,2.322149650384494e-07,8.871204381292512e-08,1.193030650094845e-07,1.192727949543287e-07,
TD01GL001330,9.87094876726021e-08,,,,,,,
TD01GL001331,6.631764901980443e-08,,1.9001464103592353e-08,1.286189826493419e-07,4.366728592315203e-08,1.0559736113565768e-07,6.021788659170506e-08,
TD01GL001332,1.9695214034819793e-06,2.0765497042785864e-07,3.079907298459157e-07,2.074341869246187e-06,8.604201479161144e-07,1.4310361479392266e-06,6.761925732302454e-07,3.92e-07
TD01GL001333,1.7207484349841708e-05,2.508552279127796e-07,2.4076259111113223e-06,1.8335085989347702e-05,4.907999513272609e-06,1.0157008030493743e-05,1.9118402027265464e-05,1.23e-06
TD01GL001334,,3.900480542840063e-07,5.146902939963434e-08,3.119734453384808e-07,,,,
TD01GL001336,9.177263429346938e-07,5.260038390698886e-07,3.4755899020377343e-07,1.2245819774712816e-06,9.040169720454906e-07,5.815287448579422e-07,5.632266196594506e-07,6.929999999999999e-08
TD01GL001337,3.379116190697352e-06,9.331812338617183e-07,9.249796840317236e-07,3.7542144717051224e-06,2.198830199115926e-06,1.4386948723251013e-06,1.3659827640499028e-06,
TD01GL001338,1.2267075404228385e-06,7.632150765815795e-07,6.136699288818983e-07,1.4295385040633466e-06,1.4159290298124537e-06,9.064871586241607e-07,7.251875129242826e-07,1.48e-07
TD01GL001339,2.4249780186614643e-07,1.3829799070667244e-07,1.8011795817765587e-07,3.676911872143214e-07,4.903004796721848e-07,9.70270013275949e-08,1.002013052894022e-07,
TD01GL001340,3.5778696658920727e-07,1.1074446657364434e-07,9.601118396994068e-08,3.0991749228151724e-07,3.359840839408225e-07,1.2455294005568337e-07,1.9498078955566875e-07,
TD01GL001342,2.812277521646038e-07,6.039532984852074e-08,1.0755235335376277e-07,2.3889748354037216e-07,2.5715949797192074e-07,1.5774860644592377e-07,1.880264496293236e-07,1.0699999999999999e-07
TD01GL001343,4.469119174154437e-07,1.030878264976984e-07,2.0876480310591462e-07,4.67319373265501e-07,4.1081674415286945e-07,3.2087310492030566e-07,3.114147230310692e-07,1.05e-07
TD01GL001344,5.857991156765332e-07,5.991490037230842e-08,3.068266779084709e-07,4.4938641439587916e-07,5.059256959996935e-07,4.747601354493609e-07,3.952504423332599e-07,2.2699999999999998e-07
TD01GL001345,1.5123660802960123e-07,,1.4357388888942618e-07,1.952855364342619e-07,2.8744931317496105e-07,9.160279768887443e-08,8.564795206742953e-08,
TD01GL001347,7.490536422101385e-06,2.4235509799799265e-07,1.0336093770245914e-07,1.033930430647841e-05,1.2054014738280008e-06,2.4383675569085363e-06,3.736578798437033e-06,4.29e-07
TD01GL001348,,,,1.2310650451353562e-06,,,,
TD01GL001349,3.5926594702308843e-06,8.111773816416872e-07,4.4072122614505507e-07,3.5718948447641482e-06,1.0893068144423014e-06,4.350771167427388e-06,5.861393755234585e-06,2.57e-07
TD01GL001350,,,,1.5985922401048364e-07,,,,
TD01GL001351,2.2017499957569777e-07,3.4250337106048546e-07,4.010264153146165e-08,2.3005608197321315e-07,1.5983926429472168e-07,7.773547677740004e-07,8.748261106681302e-07,6.22e-08
TD01GL001354,3.7909746488432058e-06,,1.4293076267864527e-07,3.389021465864014e-06,1.042463010614959e-06,3.6376158002138244e-06,6.356982308732868e-06,1.24e-06
TD01GL001355,3.1731597583885293e-07,4.507685849000845e-08,7.47488113935878e-08,3.307162554239331e-07,1.505850070256862e-07,1.840598277828722e-07,1.7387991083208653e-07,
TD01GL001357,,,,,,,,3.72e-08
TD01GL001358,9.104550000726554e-08,,1.475845210277752e-08,1.0613574016482152e-07,8.603793086740018e-08,1.2012340007706882e-07,5.3395132439770875e-08,
TD01GL001359,2.1118956097845923e-07,,,,1.7710064344564798e-07,1.6668905461896883e-07,9.439091645254797e-08,
TD01GL001360,2.6467174000799434e-06,7.08891735799239e-07,5.824066363062066e-07,2.9624864887031662e-06,1.6595714332336077e-06,1.289650166488306e-06,1.2628155629231227e-06,
TD01GL001361,1.0426275516965514e-07,3.7065873049674345e-08,1.360312503726187e-08,1.2236170988054083e-07,8.151942805177457e-08,2.3131047701165465e-07,7.43001578480087e-08,5.99e-08
TD01GL001364,1.0252000029667491e-07,,,,36.0,5.380608762298743e-08,36.0,
TD01GL001369,,,2.5284409032511522e-09,,,,,
TD01GL001376,6.550405886357069e-07,2.9181894769754722e-08,1.2764256727730415e-07,7.447166153194649e-07,3.508037537902149e-07,4.861395833089822e-07,6.067276871520128e-07,
TD01GL001377,5.02664106337845e-07,,5.017902315929788e-08,4.3171278964210254e-07,3.1699057565083947e-07,3.2734078351880297e-07,4.0603472686434586e-07,
TD01GL001378,4.820536587777615e-08,,1.8400473863664265e-08,7.281955902603167e-08,,,,
TD01GL001379,2.109997744528197e-07,1.9517281919238585e-07,1.1877933706796976e-07,2.9072790656627227e-07,3.098618067987256e-07,1.0298933096106751e-07,1.5934065738208417e-07,2.24e-07
TD01GL001380,,,,,,,,
TD01GL001381,,,,,,,,1.47e-06
TD01GL001382,4.6406483297046034e-08,,5.592354284798443e-09,8.878452893689341e-08,,,,
TD01GL001389,5.497907115916797e-07,3.812386504606787e-08,1.6379946777250365e-07,7.260220904729996e-07,5.366548120018087e-07,4.780748929382697e-07,4.177908375584616e-07,
TD01GL001401,4.348117453042303e-07,,1.1136327770567155e-07,6.405400180161521e-07,4.2643586007325804e-07,2.7688990996697586e-07,2.332146861541706e-07,
TD01GL001404,2.0754670115022056e-06,1.0159215670031879e-07,4.370364388801376e-07,2.429625849544311e-06,2.0654013199458203e-06,1.769043980851281e-06,1.4332086353514096e-06,
TD01GL001406,2.785002658827428e-07,5.235301804520845e-07,4.6882120263547705e-07,3.674433055662289e-07,9.128865964678021e-08,5.88613453689732e-08,4.8985569840941124e-08,
TD01GL001407,1.047604620446923e-07,5.406612408952707e-08,2.0540410852023194e-07,1.633104854427296e-07,,,,
TD01GL001408,1.439451497749334e-06,8.494282872364616e-07,1.7403531569945194e-06,1.5449600407665048e-06,2.230392249139527e-07,1.9764072627472995e-07,2.148577313351223e-07,
TD01GL001409,7.779818996613722e-08,2.3453201880649057e-08,4.604618692338309e-08,1.3554906694554165e-07,9.156674469807536e-08,1.212193818587272e-07,9.30952794104666e-08,
TD01GL001410,2.3342982972773367e-06,2.1510611165657155e-07,5.776926943287419e-07,2.005082515256867e-06,1.5154742544544278e-06,1.6390900523151727e-06,2.415972046133531e-06,1.12e-07
TD01GL001411,,,,,,,,
TD01GL001412,2.43028735674437e-05,2.1536701415692945e-06,8.309628057483856e-06,1.8869651519498936e-05,1.1573793037768693e-05,1.4019372059422814e-05,1.8766561638820425e-05,
TD01GL001413,1.047415365522677e-07,,1.4935420289156487e-08,1.2464924522636295e-07,,,,
TD01GL001414,1.924687634229475e-06,3.6297573548678397e-09,1.4356813647706642e-07,1.957873387545705e-06,2.151223138508324e-06,1.2612382487704749e-06,1.0749350832149246e-06,3.45e-07
TD01GL001415,3.8171964549153014e-07,,6.622987464134132e-08,4.972889212766314e-07,,,,1.5e-07
TD01GL001417,3.569817593696767e-07,,,4.0631604052778113e-07,,,,
TD01GL001418,1.53357244662188e-05,8.981055716263681e-08,9.374007579378392e-07,1.398965237606939e-05,1.1455678415973497e-05,6.8325766285774265e-06,9.4256189585003e-06,3.36e-07
TD01GL001420,1.5754506504005931e-06,2.4136251807584776e-08,1.3434341303323372e-07,1.7143395195027587e-06,2.0543617468112853e-06,1.614905376082242e-06,1.5147811496439583e-06,3.75e-08
TD01GL001421,6.191248040957626e-08,,1.0338659033166584e-08,6.795119791110182e-08,1.5083375091038768e-07,1.4394542986639215e-07,1.4549358117658332e-07,
TD01GL001427,,4.3653150441761016e-08,5.538076902561398e-08,,,,,
TD01GL001429,,,9.656516200130514e-09,,,,,
TD01GL001430,4.520085952148261e-08,,1.4143454948237238e-08,,,,,
TD01GL001432,1.8561890474924782e-07,,2.649378452786672e-08,8.498326175506855e-08,7.114315677547658e-08,1.7596069232344336e-07,1.9885169244437191e-07,
TD01GL001437,3.44845023205196e-06,5.774555164131779e-07,1.094953053441511e-06,3.1821968412331184e-06,3.0577642931011736e-06,2.350232698108585e-06,2.5908441186144114e-06,
TD01GL001438,1.0856409497030114e-05,1.6780685984293948e-06,3.3234930573022825e-06,9.307468538946339e-06,5.5885810203455584e-06,6.645601005824546e-06,8.282291421532091e-06,1.5e-07
TD01GL001439,4.0843360340460346e-05,5.239707876290346e-06,1.3331281349802353e-05,3.085129210694858e-05,2.3358068153894867e-05,2.3910122915752846e-05,3.568932042015237e-05,9.95e-07
TD01GL001440,4.844913174434692e-08,,,8.041732039396305e-08,7.777391823256572e-08,36.0,1.3266612229311027e-08,
TD01GL001441,1.7278366711340482e-06,1.371185490426543e-07,5.28187431690239e-07,1.731869925564969e-06,2.533964819152151e-06,1.633397731738599e-06,1.6663735658980336e-06,7.63e-08
TD01GL001442,3.56191593354624e-07,1.4353822871851862e-07,1.6519262015832638e-07,3.3414469886236175e-07,4.25475108697446e-07,3.654928898380428e-07,4.216710304556206e-07,
TD01GL001443,6.498907619837615e-07,2.5472663530787496e-07,3.174931016024884e-07,2.2833804244166684e-06,1.2119746143367752e-06,6.03417375733181e-07,7.522831296037379e-07,
TD01GL001444,7.438941520157075e-06,2.5411851431722928e-06,2.432884009173461e-06,7.69879596927417e-06,5.781233066713303e-06,4.823759944022052e-06,6.418120552663444e-06,3.41e-07
TD01GL001445,9.496457963422824e-08,,1.657717396308466e-08,8.789548349393427e-08,,,,5.2099999999999997e-08
TD01GL001451,3.879047912288496e-08,,3.437122644025501e-08,4.639992144197878e-08,,,,
TD01GL001454,6.497630043290198e-08,5.424177322061023e-07,8.624512782539118e-08,1.0033822288949531e-07,1.7961241502724627e-07,1.8202541122057344e-07,1.334852134724063e-07,7.77e-08
TD01GL001455,,2.7864825191748436e-08,1.9411237794099827e-08,,,,,
TD01GL001464,3.2641572490800813e-07,1.6846601455772035e-08,9.613053969621031e-08,4.215920213357442e-07,1.8003864831167767e-07,2.2766567013073336e-07,1.6255920376729487e-07,
