metacyc	kegg
2.4.1.205-RXN	R03679
GIBBERELLIN-BETA-GLUCOSYLTRANSFERASE-RXN	R03680
DIFRUCTOSE-ANHYDRIDE-SYNTHASE-RXN	R03685
ISOVITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN	R03686
1.3.99.18-RXN	R03687
L-FUCONATE-HYDRATASE-RXN	R03688
RXN66-10	R03689
DIHYDROCOUMARIN-LIPASE-RXN	R03692
S-2-METHYLMALATE-DEHYDRATASE-RXN	R03693
METHYLASPARTATE-AMMONIA-LYASE-RXN	R03696
RXN-8151	R03698
2.7.1.143-RXN	R03699
PSYCHOSINE-SULFOTRANSFERASE-RXN	R03700
THIOPURINE-S-METHYLTRANSFERASE-RXN	R03701
TRIACETATE-LACTONASE-RXN	R03702
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	R03703
2.1.1.74-RXN	R03704
SS-BUTANEDIOL-DEHYDROGENASE-RXN	R03707
14-LACTONASE-RXN	R03708
COUMARATE-REDUCTASE-RXN	R03709
2.4.1.114-RXN	R03710
ACTINOMYCIN-LACTONASE-RXN	R03711
ALBENDAZOLE-MONOOXYGENASE-RXN	R03712
CHLORDECONE-REDUCTASE-RXN	R03716
GLYCINE-N-CHOLOYLTRANSFERASE-RXN	R03718
2.3.1.176-RXN	R03719
RXN-9800	R03720
2.1.1.118-RXN	R03721
RXN-8698	R03722
FUCOSTEROL-EPOXIDE-LYASE-RXN	R03723
DISCADENINE-SYNTHASE-RXN	R03726
2.3.1.130-RXN	R03727
RXN-13262	R03728
ISOORIENTIN-3-O-METHYLTRANSFERASE-RXN	R03731
1.5.1.28-RXN	R03732
L-THREONATE-3-DEHYDROGENASE-RXN	R03733
THYROXINE-DEIODINASE-RXN	R03734
DECYLCITRATE-SYNTHASE-RXN	R03735
RIFAMYCIN-B-OXIDASE-RXN	R03736
6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN	R03737
STRICTOSIDINE-SYNTHASE-RXN	R03738
STIPITATONATE-DECARBOXYLASE-RXN	R03739
4.2.1.73-RXN	R03742
BETA-LACTAMASE-RXN	R03743
TAU-PROTEIN-KINASE-RXN	R03744
+-SABINOL-DEHYDROGENASE-RXN	R03745
IODOPHENOL-O-METHYLTRANSFERASE-RXN	R03746
3-OXOLAURATE-DECARBOXYLASE-RXN	R03747
3-OXOSTEROID-1-DEHYDROGENASE-RXN	R03748
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	R03749
6-HEXANOLIDE-HYDROLYSIS-RXN	R03751
1.1.1.201-RXN	R03753
ACYLGLYCEROL-KINASE-RXN	R03754
THREOSPON-RXN	R03758
AMINOPROPDEHYDROG-RXN	R03759
ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN	R03760
ASPARAGUSATE-REDUCTASE-NADH-RXN	R03761
HAMAMELOSE-KINASE-RXN	R03766
GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN	R03767
2.4.1.48-RXN	R03768
RXN-7992	R03769
HYGROMYCIN-B-KINASE-RXN	R03770
LYSYLTRANSFERASE-RXN	R03771
L-RHAMNONO-14-LACTONASE-RXN	R03772
L-RHAMNONATE-DEHYDRATASE-RXN	R03774
CYCLOEUCALENOL-CYCLOISOMERASE-RXN	R03775
RXN-14229	R03777
RXN-13617	R03778
CARNITINE-O-OCTANOYLTRANSFERASE-RXN	R03779
MACROLIDE-2-KINASE-RXN	R03780
BETA-DIKETONE-HYDROLASE-RXN	R03781
ISOPIPERITENONE-DELTA-ISOMERASE-RXN	R03782
TAUROCYAMINE-KINASE-RXN	R03785
XANTHOMMATIN-REDUCTASE-RXN	R03787
2.1.1.62-RXN	R03788
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	R03789
RXN-15840	R03790
MANDELATE-RACEMASE-RXN	R03791
MANDELATE-DEHYDROGENASE-RXN	R03793
MANDELATE-4-MONOOXYGENASE-RXN	R03794
OXIMINOTRANSFERASE-RXN	R03796
2.4.1.115-RXN	R03797
ASPULVINONE-DIMETHYLALLYLTRANSFERASE-RXN	R03799
BLASTICIDIN-S-DEAMINASE-RXN	R03800
DEOXYLIMONATE-A-RING-LACTONASE-RXN	R03803
OMEGA-AMIDASE-RXN	R03804
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	R03805
RXN1F-168	R03806
RXN1F-169	R03807
RXN-113	R03809
25-DIOXOPIPERAZINE-HYDROLASE-RXN	R03810
HYOSCYAMINE-6-DIOXYGENASE-RXN	R03812
LEUCYLTRANSFERASE-RXN	R03813
1.14.19.3-RXN	R03814
1.8.1.4-RXN	R03815
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	R03817
STRICTOSIDINE-BETA-GLUCOSIDASE-RXN	R03820
1.8.1.12-RXN	R03821
6.3.1.9-RXN	R03822
RXN1F-151	R03824
FLAVANONE-4-REDUCTASE-RXN	R03827
MRNA-GUANYLYLTRANSFERASE-RXN	R03828
2.4.1.32-RXN	R03829
2-HALOACID-DEHALOGENASE-RXN	R03830
RETICULINE-OXIDASE-RXN	R03831
2.1.1.116-RXN	R03832
1.14.21.2-RXN	R03834
2.1.1.117-RXN	R03835
POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN	R03840
2.7.1.61-RXN	R03841
1.14.13.37-RXN	R03842
RXN1F-10	R03845
NUCLEOSIDE-RIBOSYLTRANSFERASE-RXN	R03852
4.1.1.64-RXN	R03854
RXN-14262	R03857
RXN-14268	R03858
DECYLHOMOCITRATE-SYNTHASE-RXN	R03859
GEISSOSCHIZINE-DEHYDROGENASE-RXN	R03860
2.3.1.132-RXN	R03861
ARGINYLTRANSFERASE-RXN	R03862
LEUKOTRIENE-B4-20-MONOOXYGENASE-RXN	R03866
MALEYLPYRUVATE-ISOMERASE-RXN	R03868
ACETYLINDOXYL-OXIDASE-RXN	R03873
PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN	R03874
UBIQUITIN--PROTEIN-LIGASE-RXN	R03876
RXN1F-20	R03877
RXN-5481	R03879
2.4.1.159-RXN	R03880
UDP-GLUCOSAMINE-EPIMERASE-RXN	R03881
ALPHA-SANTONIN-12-REDUCTASE-RXN	R03883
GLUTACONATE-COA-TRANSFERASE-RXN	R03884
1-METHYLADENOSINE-NUCLEOSIDASE-RXN	R03885
OMEGA-HYDROXYDECANOATE-DEHYDROGENASE-RXN	R03886
3.5.99.5-RXN	R03887
1.2.1.32-RXN	R03889
RXN-10137	R03891
RXN-9922	R03892
CARBOXYMETHYLENEBUTENOLIDASE-RXN	R03893
4.1.1.72-RXN	R03894
R-2-METHYLMALATE-DEHYDRATASE-RXN	R03896
RXN-7744	R03898
POLYAMINE-OXIDASE-RXN	R03899
RXN-9940	R03899
BETA-NITROACRYLATE-REDUCTASE-RXN	R03900
ALLIIN-LYASE-RXN	R03901
6.3.5.7-RXN	R03905
GLYCYRRHIZINATE-BETA-GLUCURONIDASE-RXN	R03906
1.14.99.21-RXN	R03907
2-METHYLENEGLUTARATE-MUTASE-RXN	R03908
AMIDASE-RXN	R03909
DIAMACTRANS-RXN	R03910
PEPTIDYLGLYCINE-MONOOXYGENASE-RXN	R03912
1.6.4.4-RXN	R03913
1.6.4.4-RXN	R03914
PRODISULFREDUCT-RXN	R03915
RXN-9137	R03917
RXN-1125	R03918
2.1.1.57-RXN	R03922
ALLANTOIN-RACEMASE-RXN	R03925
RXN-9104	R03928
RXN-14112	R03929
3-METHYLENEOXINDOLE-REDUCTASE-RXN	R03930
6.2.1.33-RXN	R03932
RXN66-339	R03933
6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN	R03934
RXN-1083	R03937
HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	R03938
HYPOTAUROCYAMINE-KINASE-RXN	R03939
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	R03940
L-RHAMNOSE-1-DEHYDROGENASE-RXN	R03942
ALKYLGLYCERONE-KINASE-RXN	R03944
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN	R03945
STEROID-SULFOTRANSFERASE-RXN	R03946
DIMETHUROPORDEHYDROG-RXN	R03947
2.1.1.130-RXN	R03948
THYROID-HORMONE-AMINOTRANSFERASE-RXN	R03952
RXN-10722	R03954
MUCONATE-CYCLOISOMERASE-RXN	R03959
RXN-4502	R03962
2-ALKYN-1-OL-DEHYDROGENASE-RXN	R03963
2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN	R03964
2.3.1.106-RXN	R03965
RXN-8529	R03966
3-ISOPROPYLMALISOM-RXN	R03968
ADP-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	R03969
RXN-14289	R03974
RXN-17388	R03975
CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN	R03977
ARYLDIALKYLPHOSPHATASE-RXN	R03979
RXN-14263	R03980
2.4.1.74-RXN	R03981
PCP4MONO-RXN	R03982
2.3.2.13-RXN	R03983
1.5.4.1-RXN	R03984
UDPSUGARHYDRO-RXN	R03986
BILE-SALT-SULFOTRANSFERASE-RXN	R03987
2.3.1.155-RXN	R03991
2.3.1.97-RXN	R03992
PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN	R03994
ALPHA-13-GLUCAN-SYNTHASE-RXN	R03996
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	R03997
RXN-1082	R04000
RXN-13163	R04001
RXN-8991	R04001
BRANCHED-CHAIN-FATTY-ACID-KINASE-RXN	R04002
S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN	R04003
THIOCYANATE-ISOMERASE-RXN	R04010
2.1.1.99-RXN	R04013
3.1.2.21-RXN	R04014
CYTOCHROME-C3-HYDROGENASE-RXN	R04015
GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN	R04017
RXN-7567	R04020
GLYCOPROTEIN-O-FATTY-ACYLTRANSFERASE-RXN	R04021
2.3.1.100-RXN	R04022
RXN-1	R04025
R63-RXN	R04026
2.6.1.65-RXN	R04028
ACETCAPR-RXN	R04029
O-SUCCINYLBENZOATE-COA-LIG-RXN	R04030
O-SUCCINYLBENZOATE-COA-SYN-RXN	R04031
PEPTIDE-TRYPTOPHAN-23-DIOXYGENASE-RXN	R04032
2.1.1.28-RXN	R04033
HISTPRATPHYD-RXN	R04035
1.13.12.7-RXN	R04036
HISTCYCLOHYD-RXN	R04037
RXN-4307	R04038
ALPHA-PINENE-OXIDE-DECYCLASE-RXN	R04040
3.1.1.71-RXN	R04043
GLYCERYL-ETHER-MONOOXYGENASE-RXN	R04044
1.7.1.12-RXN	R04047
KDUD-RXN	R04049
2.3.1.114-RXN	R04050
4.1.1.82-RXN	R04053
2.3.1.77-RXN	R04055
4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN	R04056
5-HYDROXYPENTANOATE-COA-TRANSFERASE-RXN	R04057
1.10.1.1-RXN	R04059
ANHYDROTETRACYCLINE-MONOOXYGENASE-RXN	R04060
RXN-10137	R04061
2.1.1.60-RXN	R04062
CYPRIDINA-LUCIFERIN-2-MONOOXYGENASE-RXN	R04063
RXN-10089	R04065
IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN	R04066
6.3.4.8-RXN	R04068
FUSARININE-C-ORNITHINESTERASE-RXN	R04070
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN	R04071
PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN	R04073
RXN-11372	R04074
2.1.1.89-RXN	R04077
WATASEMIA-LUCIFERIN-2-MONOOXYGENASE-RXN	R04078
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	R04080
GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN	R04081
2.4.1.110-RXN	R04082
RXN-9980	R04084
TOLUENE-DIOL-DEHYDROGENASE-RXN	R04088
CATECHOL-2-3-DIOXYGENASE-RXN	R04089
RXN-7919	R04090
RXN-7461	R04091
RXN-19838	R04093
RXN0-2301	R04096
1.1.1.230-RXN	R04099
RXN-7931	R04100
3.8.1.7-RXN	R04101
R543-RXN	R04102
RXN-17099	R04103
CHONDROITIN-GLUCURONATE-5-EPIMERASE-RXN	R04104
1.2.1.55-RXN	R04105
1.2.1.56-RXN	R04106
2.4.1.181-RXN	R04108
GLUTRNAREDUCT-RXN	R04109
RXN-14267	R04112
3.5.1.72-RXN	R04113
1.3.1.29-RXN	R04115
RXN-8612	R04117
ENDOGLYCOSYLCERAMIDASE-RXN	R04118
PHORBOL-DIESTER-HYDROLASE-RXN	R04119
RXN-8668	R04120
UNSPECIFIC-MONOOXYGENASE-RXN	R04122
DIFFERIC-TRANSFERRIN-REDUCTASE-RXN	R04123
GCVT-RXN	R04125
ALKYLGLYCEROL-KINASE-RXN	R04126
HYDROXYDOCOSANOATE-TRANS-RXN	R04127
1.14.13.10-RXN	R04130
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	R04131
4.1.1.68-RXN	R04133
RXN1K-87	R04134
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN	R04135
1.1.1.97-RXN	R04136
RXN-14266	R04137
METHYLCROTONYL-COA-CARBOXYLASE-RXN	R04138
1.1.1.52-RXN	R04139
3.5.5.5-RXN	R04140
3.1.1.56-RXN	R04141
KETAMID-RXN	R04142
5-METHYLTHIORIBOSE-KINASE-RXN	R04143
GLYRIBONUCSYN-RXN	R04144
2.1.1.59-RXN	R04145
3.1.1.58-RXN	R04146
5.1.1.17-RXN	R04147
DMBPPRIBOSYLTRANS-RXN	R04148
1.3.1.49-RXN	R04151
2.6.1.37-RXN	R04152
2.1.1.3-RXN	R04153
TETRAHYDROXYPTERIDINE-CYCLOISOMERASE-RXN	R04154
GLYCOGEN-SYNTHASE-D-PHOSPHATASE-RXN	R04156
DICARBOXYLATE--COA-LIGASE-RXN	R04157
2.5.1.41-RXN	R04158
GAMMA-GLUTAMYLTRANSFERASE-RXN	R04159
4-HYDROXYMANDELATE-OXY-RXN	R04160
HYDROXY-MANDELATE-RACEMASE-RXN	R04161
CORTICOSTEROID-SIDE-CHAIN-ISOMERASE-RXN	R04165
4.2.1.98-RXN	R04166
2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE-RXN	R04167
ISOBUTYRALDOXIME-O-METHYLTRANSFERASE-RXN	R04169
RXN-10721	R04171
PSERTRANSAM-RXN	R04173
RXN-8172	R04175
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	R04176
RXN-17517	R04178
2.7.8.19-RXN	R04179
3.1.4.51-RXN	R04180
2.4.1.88-RXN	R04182
IMILACTDEHYDROG-RXN	R04186
RXN-14265	R04187
2.6.1.22-RXN	R04188
SUCCARGDIHYDRO-RXN	R04189
2.1.1.77-RXN	R04190
ALPHA-AMINO-ACID-ESTERASE-RXN	R04191
TUBULIN-N-ACETYLTRANSFERASE-RXN	R04192
2.4.1.100-RXN	R04193
RXN-14014	R04198
RXN-14014	R04199
RXN-18499	R04200
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	R04201
BIS2-ETHYLHEXYLPHTHALATE-ESTERASE-RXN	R04202
1.1.1.178-RXN	R04203
TIGLYLCOA-HYDROXY-RXN	R04204
RXN-8694	R04205
AIRS-RXN	R04208
AIRCARBOXY-RXN	R04209
ERYTHRON4PDEHYDROG-RXN	R04210
2.3.1.58-RXN	R04211
6.3.5.6-RXN	R04212
TYROSINE-ESTER-SULFOTRANSFERASE-RXN	R04213
SUCCORNTRANSAM-RXN	R04217
RXNARA-8002	R04218
2.4.2.27-RXN	R04222
METHYLACYLYLCOA-HYDROXY-RXN	R04224
2.3.1.83-RXN	R04227
1.7.1.9-RXN	R04229
RXN66-555	R04230
P-PANTOCYSLIG-RXN	R04231
2.6.1.72-RXN	R04234
2.7.4.19-RXN	R04235
PROPANEDIOL-PHOSPHATE-DEHYDROGENASE-RXN	R04236
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	R04237
PROTEIN-LYSINE-6-OXIDASE-RXN	R04239
FOLYLPOLYGLUTAMATESYNTH-RXN	R04241
LEUKOTRIENE-E4-20-MONOOXYGENASE-RXN	R04256
RXN-9870	R04258
RXN-9892	R04259
MUCONOLACTONE-DELTA-ISOMERASE-RXN	R04260
1.1.1.181-RXN	R04263
RXN-9159	R04265
RXN-9160	R04266
DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN	R04267
3.5.1.27-RXN	R04268
RXN-7751	R04269
12-ALPHA-L-FUCOSIDASE-RXN	R04270
2.3.1.56-RXN	R04271
3.6.1.44-RXN	R04272
PEPTIDYLPROLYL-ISOMERASE-RXN	R04273
RNA-3-PHOSPHATE-CYCLASE-RXN	R04274
2.7.11.6-RXN	R04275
LEUCPEL-RXN	R04276
RXN-2462	R04277
1.2.1.45-RXN	R04279
METHYLGALLATE-RXN	R04280
2.1.3.7-RXN	R04281
RXN-7587	R04282
1.1.1.220-RXN	R04285
4.2.3.12-RXN	R04286
QUINOLINATE-SYNTHA-RXN	R04292
RXN-5721	R04293
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	R04294
RXN-743	R04296
1.97.1.2-RXN	R04297
RXN6666-4	R04300
RXN6666-7	R04301
1.6.6.12-RXN	R04303
RXN3O-4113	R04304
S-NORLAUDANOSOLINE-SYNTHASE-RXN	R04305
RXN-12240	R04306
1.1.1.226-RXN	R04307
1.1.1.152-RXN	R04309
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	R04311
2.1.1.63-RXN	R04314
1.17.4.2-RXN	R04315
2.3.1.128-RXN	R04316
3.1.3.14-RXN	R04317
RXN-7911	R04319
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN	R04320
2.4.1.45-RXN	R04322
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	R04323
GART-RXN	R04325
JUGLONE-3-MONOOXYGENASE-RXN	R04327
1.1.1.53-RXN	R04330
GLUCURONOXYLAN-4-O-METHYLTRANSFERASE-RXN	R04332
2.3.1.72-RXN	R04333
2.4.1.156-RXN	R04334
2.4.2.34-RXN	R04335
RXN-4821	R04336
CYSTEINE-CONJUGATE-TRANSAMINASE-RXN	R04338
1.5.1.25-RXN	R04340
PEPTIDYL-GLUTAMINASE-RXN	R04341
1.14.13.36-RXN	R04342
2.4.1.43-RXN	R04343
1.1.1.210-RXN	R04344
RXN-9856	R04345
2.4.2.20-RXN	R04346
2.1.1.86-RXN	R04347
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	R04348
3.5.5.6-RXN	R04349
MIMOSINASE-RXN	R04350
2.3.1.116-RXN	R04356
RNA-POLYMERASE-SUBUNIT-KINASE-RXN	R04358
2.4.1.193-RXN	R04359
3.1.4.39-RXN	R04362
2.3.1.125-RXN	R04363
2.3.1.89-RXN	R04364
TETHYDPICSUCC-RXN	R04365
LINALOOL-8-MONOOXYGENASE-RXN	R04366
3-KETOVALIDOXYLAMINE-C-N-LYASE-RXN	R04367
6.3.2.16-RXN	R04369
1.1.1.217-RXN	R04370
HOMOACONITATE-HYDRATASE-RXN	R04371
RXN-10960	R04372
3.1.4.45-RXN	R04373
TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN	R04374
1.13.11.16-RXN	R04376
RXN-14270	R04378
5.3.3.10-RXN	R04379
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	R04380
OLIGOGALACTURONIDE-LYASE-RXN	R04382
5.3.1.17-RXN	R04383
2.1.1.90-RXN	R04384
BIOTIN-CARBOXYL-RXN	R04385
1.1.1.229-RXN	R04387
OPHELINE-KINASE-RXN	R04388
5.1.3.17-RXN	R04389
STEROID-9-ALPHA-MONOOXYGENASE-RXN	R04392
RXN-15085	R04393
POLYSACCHARIDE-O-METHYLTRANSFERASE-RXN	R04396
3.5.1.66-RXN	R04397
2.1.1.88-RXN	R04398
RXN-2463	R04399
1.1.3.36-RXN	R04400
PHOSICITDEHASE-RXN	R04401
2.7.11.29-RXN	R04403
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN	R04404
HOMOCYSMET-RXN	R04405
2.3.1.152-RXN	R04411
VOMIFOLIOL-4-DEHYDROGENASE-RXN	R04412
2.3.1.121-RXN	R04413
CHMS-DEHYDROGENASE-RXN	R04418
5.3.1.23-RXN	R04420
2.1.1.105-RXN	R04421
ALDOSE-BETA-FRUCTOSYLTRANSFERASE-RXN	R04422
2.4.1.40-RXN	R04423
2-METHYLCITRATE-DEHYDRATASE-RXN	R04424
4.2.1.99-RXN	R04425
3-ISOPROPYLMALDEHYDROG-RXN	R04426
RXN3O-178	R04427
4.2.1.58-RXN	R04428
2.4.1.179-RXN	R04431
RXN66-550	R04433
RXN-9988	R04435
2.1.1.44-RXN	R04436
DEOXYHYPUSINE-MONOOXYGENASE-RXN	R04437
RFFTRANS-RXN	R04438
ACETOLACTREDUCTOISOM-RXN	R04439
DIHYDROXYISOVALDEHYDRAT-RXN	R04441
RXN-14471	R04443
HYDROXYPYRROLINEDEH-RXN	R04444
THIAZOLSYN3-RXN	R04448
CITC-RXN	R04449
2.4.1.39-RXN	R04451
3.1.1.47-RXN	R04452
1.2.1.45-RXN	R04453
H2-METHYLENE-THMPT-DEHYDRO-RXN	R04455
1.5.99.9-RXN	R04456
LUMAZINESYN-RXN	R04457
RXN-7748	R04460
RXN-17136	R04461
4.2.1.61-RXN	R04462
FGAMSYN-RXN	R04463
METHELENE-THMPT-OXI-RXN	R04464
2.3.1.78-RXN	R04466
RXN-4822	R04467
RXN-1225	R04469
RXN-9977	R04472
2.3.1.141-RXN	R04473
GALACTOLIPID-O-ACYLTRANSFERASE-RXN	R04474
SUCCINYLDIAMINOPIMTRANS-RXN	R04475
2.8.2.7-RXN	R04476
RXN-2463	R04478
RXN-11370	R04481
POLYSIALIC-ACID-O-ACETYLTRANSFERASE-RXN	R04484
R107-RXN	R04489
3.1.1.54-RXN	R04490
PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN	R04491
2.4.1.206-RXN	R04493
2.4.1.141-RXN	R04494
2.4.1.38-RXN	R04495
2.1.1.100-RXN	R04496
2.3.1.143-RXN	R04498
2.4.1.142-RXN	R04502
2.1.1.84-RXN	R04505
RXN-9844	R04506
6.2.1.28-RXN	R04507
PYRIMSYN3-RXN	R04509
5.4.99.14-RXN	R04510
PGLYCEROLTRANSI-RXN	R04511
3.1.3.67-RXN	R04513
1.1.1.232-RXN	R04518
2.5.1.42-RXN	R04520
DDT-DEHYDROCHLORINASE-RXN	R04522
3.1.1.66-RXN	R04525
FLAVONE-APIOSYLTRANSFERASE-RXN	R04526
3.2.1.97-RXN	R04527
RXN-12812	R04529
2.4.1.124-RXN	R04531
FURYLFURAMIDE-ISOMERASE-RXN	R04538
1.8.98.1-RXN	R04540
METHYL-COM-HTP-RXN	R04541
3.1.3.47-RXN	R04542
2.7.1.153-RXN	R04545
2.4.1.37-RXN	R04548
LIPIDXSYNTHESIS-RXN	R04549
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	R04550
1.1.1.197-RXN	R04552
2.4.1.65-RXN	R04553
15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN	R04557
GLUTAMIDOTRANS-RXN	R04558
AICARSYN-RXN	R04559
AICARTRANSFORM-RXN	R04560
6.3.4.9-RXN	R04563
2.4.99.8-RXN	R04564
PROSTAGLANDIN-A1-DELTA-ISOMERASE-RXN	R04565
UDPNACETYLGLUCOSAMACYLTRANS-RXN	R04567
5-PYRIDOXATE-DIOXYGENASE-RXN	R04570
PLASMANYLETHANOLAMINE-DESATURASE-RXN	R04571
6.3.2.10-RXN	R04573
2.4.1.102-RXN	R04575
5.2.1.10-RXN	R04576
2.4.1.192-RXN	R04577
C04718-C060066-AUTOTRANSFORMATION-RXN	R04578
RXN-7022	R04579
6.2.1.29-RXN	R04580
ABEQUOSYLTRANSFERASE-RXN	R04581
6.3.4.10-RXN	R04582
2.4.1.92-RXN	R04584
UDPACYLGLCNACDEACETYL-RXN	R04587
DEPHOSPHO-REDUCTASE-KINASE-KINASE-RXN	R04589
2.4.99.4-RXN	R04590
SAICARSYN-RXN	R04591
RXN-16788	R04594
RXN-8770	R04594
2.4.99.6-RXN	R04596
1.13.11.25-RXN	R04597
CHLORIDAZON-CATECHOL-DIOXYGENASE-RXN	R04602
6.3.4.11-RXN	R04604
LIPIDADISACCHARIDESYNTH-RXN	R04606
JUVENILE-HORMONE-ESTERASE-RXN	R04608
HEPOXILIN-EPOXIDE-HYDROLASE-RXN	R04609
2.4.1.86-RXN	R04610
2.3.2.10-RXN	R04613
2.4.1.165-RXN	R04615
UDP-NACMURALGLDAPAALIG-RXN	R04617
2.4.1.138-RXN	R04619
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	R04621
DIHYDROBUNOLOL-DEHYDROGENASE-RXN	R04623
GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN	R04631
2.4.99.7-RXN	R04635
2.4.1.146-RXN	R04636
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	R04638
PRIBFAICARPISOM-RXN	R04640
PYRITHIAMIN-DEAMINASE-RXN	R04641
2.4.1.201-RXN	R04642
2.8.2.19-RXN	R04643
2.4.99.2-RXN	R04648
2.4.99.10-RXN	R04656
TETRAACYLDISACC4KIN-RXN	R04657
KDOTRANS-RXN	R04658
2.4.1.163-RXN	R04659
2.4.1.155-RXN	R04665
RXN-4286	R04671
RXN-14037	R04672
RXN-8035	R04686
1.1.3.32-RXN	R04690
RXN-8179	R04691
2.1.1.140-RXN	R04692
1.1.3.34-RXN	R04694
1.5.1.27-RXN	R04695
1.1.3.35-RXN	R04696
1.1.1.248-RXN	R04697
1.2.2.4-RXN	R04698
1.14.13.55-RXN	R04699
RXN-8180	R04700
RXN-8181	R04701
1.14.13.56-RXN	R04702
1.5.3.12-RXN	R04703
2.1.1.120-RXN	R04705
RXN-9275	R04706
2.1.1.119-RXN	R04707
1.14.13.57-RXN	R04708
2.3.1.151-RXN	R04709
2.1.1.114-RXN	R04711
2.1.1.115-RXN	R04713
2.1.1.121-RXN	R04714
2.1.1.122-RXN	R04716
2.1.1.123-RXN	R04717
2.1.1.125-RXN	R04718
2.1.1.126-RXN	R04719
2.3.1.147-RXN	R04720
2.3.1.148-RXN	R04721
2.3.1.149-RXN	R04722
2.3.1.150-RXN	R04723
3.5.1.76-RXN	R04727
4.2.1.97-RXN	R04728
5.1.99.4-RXN	R04729
6.3.2.25-RXN	R04730
R13-RXN	R04731
R62-RXN	R04732
RXN-7908	R04734
5.1.1.15-RXN	R04736
RXN-14271	R04737
RXN-14272	R04738
RXN-12507	R04739
RXN-14273	R04740
RXN-14274	R04742
RXN-12490	R04743
RXN-13616	R04744
RXN-14275	R04745
RXN-14277	R04747
RXN-12570	R04748
RXN-12567	R04749
RXN-14278	R04751
RXN66-348	R04761
RXN-8183	R04768
RXN-8144	R04769
RXN-11062	R04772
KETOLACTOSE-RXN	R04783
RXN-8024	R04787
RXN-8651	R04792
RXN-8022	R04798
RXN-12412	R04800
RXN-8038	R04801
RXN66-320	R04804
RXN-9843	R04805
RXN-9842	R04806
CHOLESTANETRIOL-26-MONOOXYGENASE-RXN	R04807
RXN-9847	R04809
RXN-9848	R04810
RXN-9799	R04812
4.2.1.107-RXN	R04813
RXN-9840	R04817
RXN-9841	R04819
RXN-9794	R04823
RXN-9796	R04825
1.14.13.95-RXN	R04826
RXN66-338	R04855
CEREBROSIDE-SULFATASE-RXN	R04856
R128-RXN	R04857
GSCYSSYN-RXN	R04860
3-SULFINYL-PYRUVATE-SPON-RXN	R04861
ACYLGPEACYLTRANS-RXN	R04864
2.3.1.164-RXN	R04868
6.3.2.26-RXN	R04870
1.21.3.1-RXN	R04872
RXN-7572	R04876
RXN-10911	R04880
RXN-10914	R04881
RXN-10912	R04882
